feature,best_lag_steps,best_lag_label,pearson,abs_pearson,spearman,abs_spearman,samples,mutual_information,transfer_entropy,importance_mean,pearson_score,spearman_score,mi_score,te_score,rf_score,consensus_score
horno | PDI-1663,39,195min (3.25h),0.29971814487690346,0.29971814487690346,0.22088523545023303,0.22088523545023303,95836,,,,0.3652476721727102,0.25851306574241545,0.0,0.0,0.01313468536828809,0.1333725492466119
regenerador_de_acido | TI-1073,264,1320min (22.00h),0.3350903397881037,0.3350903397881037,0.15669777491208242,0.15669777491208242,96029,,,,0.4094720364814701,0.1832601048364111,0.0,0.0,0.01313468536828809,0.13314069618790123
tratadores_e_intercambiadores_de_propano | FI-2423B,60,300min (5.00h),0.32698355058682227,0.32698355058682227,0.1692962193292094,0.1692962193292094,118602,,,,0.3993364596558921,0.19803043906134946,0.0,0.0,0.01313468536828809,0.13282235211524746
horno | PI-1658,552,2760min (46.00h),0.3831430540871046,0.3831430540871046,-0.06314501358756058,0.06314501358756058,95832,,,,0.46955031967873023,0.07357945644218751,0.0,0.0,0.01313468536828809,0.13170816972808272
tratadores_e_intercambiadores_de_butano | LIC-2478,45,225min (3.75h),0.3325427366583724,0.3325427366583724,0.13069419494059956,0.13069419494059956,110831,,,,0.4062868756734904,0.15277367694841135,0.0,0.0,0.01313468536828809,0.12777144180270633
horno | FIC-1047-F-1-ISOBUTANO,108,540min (9.00h),0.34564334177702777,0.34564334177702777,0.10535983213740521,0.10535983213740521,72030,,,,0.4226660100440626,0.12307183491223715,0.0,0.0,0.01313468536828809,0.12741094908992326
tratadores_e_intercambiadores_de_butano | TI-1943,72,360min (6.00h),0.2864875130601068,0.2864875130601068,0.2031582280075114,0.2031582280075114,118037,,,,0.34870597090226363,0.23773003761070283,0.0,0.0,0.01313468536828809,0.12611966970924335
tratadores_e_intercambiadores_de_butano | AI-1224C,7,35min (0.58h),-0.2958624152258799,0.2958624152258799,-0.18379990208450223,0.18379990208450223,119470,,,,0.3604270159145666,0.2150344623117852,0.0,0.0,0.01313468536828809,0.12564559466748146
debutanizadora_y_tratamiento_de_alquilato | TI-1085,45,225min (3.75h),0.3755717323742851,0.3755717323742851,0.03729619420188353,0.03729619420188353,117338,,,,0.46008421528325405,0.04327446885757089,0.0,0.0,0.01313468536828809,0.12479589549152117
isostripper | TI-1085,39,195min (3.25h),0.37195555529876323,0.37195555529876323,0.0414521008274717,0.0414521008274717,119147,,,,0.4555630615127758,0.04814682673249426,0.0,0.0,0.01313468536828809,0.12439646073014012
tratadores_e_intercambiadores_de_propano | LIC-2394,96,480min (8.00h),0.3066878442851764,0.3066878442851764,0.1569629121315429,0.1569629121315429,114572,,,,0.3739615935600543,0.18357094998659315,0.0,0.0,0.01313468536828809,0.12430971223007457
despropanizadora_y_despojo | TI-1149,96,480min (8.00h),0.3641415702186834,0.3641415702186834,0.04190744059790204,0.04190744059790204,118263,,,,0.4457935653378227,0.04868066411530795,0.0,0.0,0.01313468536828809,0.1220341622938239
lab_R-201 | CARGA DE P-201 A/B AZUFRE TOTAL,480,2400min (40.00h),-0.25719918627888083,0.25719918627888083,-0.2285008140627057,0.2285008140627057,56017,,,,0.312088010472649,0.26744152053399245,0.0,0.0,0.01313468536828809,0.12142190204033315
lab_carga_a_P201 | CARGA DE P-201 A/B AZUFRE TOTAL,480,2400min (40.00h),-0.25719918627888083,0.25719918627888083,-0.2285008140627057,0.2285008140627057,56017,,,,0.312088010472649,0.26744152053399245,0.0,0.0,0.01313468536828809,0.12142190204033315
psh | TI-4085,39,195min (3.25h),0.3375209337614906,0.3375209337614906,0.08182747304720998,0.08182747304720998,115819,,,,0.41251090567337606,0.09548265029902171,0.0,0.0,0.01313468536828809,0.1207337953052693
despropanizadora_y_despojo | TI-1582,84,420min (7.00h),0.3685464527924175,0.3685464527924175,0.022201492097583417,0.022201492097583417,118083,,,,0.4513008043476486,0.025577538369605423,0.0,0.0,0.01313468536828809,0.11994550318442498
regenerador_de_acido | FIC-1171,216,1080min (18.00h),0.2385529098692831,0.2385529098692831,0.25041598394878745,0.25041598394878745,115473,,,,0.28877535704500495,0.2931347230514147,0.0,0.0,0.01313468536828809,0.11944771906103546
horno | PIC-1662,432,2160min (36.00h),0.35206216451910977,0.35206216451910977,-0.04499164478778782,0.04499164478778782,92897,,,,0.43069119355590924,0.052296565030871676,0.0,0.0,0.01313468536828809,0.11880095448568008
tratadores_e_intercambiadores_de_butano | TI-1648,63,315min (5.25h),0.2759278200890338,0.2759278200890338,0.17574473341794214,0.17574473341794214,118051,,,,0.33550363188672483,0.20559063500231203,0.0,0.0,0.01313468536828809,0.11799817456410003
horno | FI-1737,276,1380min (23.00h),0.279770942598107,0.279770942598107,0.16773965411874148,0.16773965411874148,95804,,,,0.3403085259666969,0.19620553214107384,0.0,0.0,0.01313468536828809,0.11779163265490733
reactor_de_alquilacion | TI-1911,42,210min (3.50h),0.25148914863631006,0.25148914863631006,0.20892187679415183,0.20892187679415183,117399,,,,0.3049489910944135,0.24448730192963,0.0,0.0,0.01313468536828809,0.1161940144051199
isostripper | FI-1456,72,360min (6.00h),0.28632318196974044,0.28632318196974044,0.14014223065317571,0.14014223065317571,118699,,,,0.34850051466676957,0.16385049251575162,0.0,0.0,0.01313468536828809,0.11498637388612716
horno | PI-1661C,576,2880min (48.00h),0.3542838287167254,0.3542838287167254,0.008543391457026211,0.008543391457026211,95615,,,,0.4334688466558579,0.00956487008616038,0.0,0.0,0.01313468536828809,0.11308561351896056
horno | PI-1661B,576,2880min (48.00h),0.34937806251013304,0.34937806251013304,0.016354956578025374,0.016354956578025374,94722,,,,0.4273353739528324,0.018723098184557654,0.0,0.0,0.01313468536828809,0.11292597955796377
horno | PI-1661A.1,576,2880min (48.00h),0.34926283007325165,0.34926283007325165,0.0120357391056126,0.0120357391056126,95608,,,,0.42719130369421193,0.013659275735890732,0.0,0.0,0.01313468536828809,0.11213038862600862
horno | PI-1661A,576,2880min (48.00h),0.34926283007325165,0.34926283007325165,0.0120357391056126,0.0120357391056126,95608,,,,0.42719130369421193,0.013659275735890732,0.0,0.0,0.01313468536828809,0.11213038862600862
tratadores_e_intercambiadores_de_butano | TI-1731,63,315min (5.25h),0.31260233275637256,0.31260233275637256,0.07510528330490311,0.07510528330490311,118135,,,,0.38135622919142464,0.08760159880330323,0.0,0.0,0.01313468536828809,0.11176296846042368
tratadores_e_intercambiadores_de_butano | TI-1217A,0,0min (0.00h),0.2567114868698061,0.2567114868698061,0.1711047354759389,0.1711047354759389,118370,,,,0.311478260458712,0.20015073161922098,0.0,0.0,0.01313468536828809,0.11117584619963318
regenerador_de_acido | LIC-2470,204,1020min (17.00h),0.3216573812164225,0.3216573812164225,0.054535286896479344,0.054535286896479344,98779,,,,0.3926773745977541,0.06348546891466682,0.0,0.0,0.01313468536828809,0.11097583532871057
lab_carga_a_P201 | CARGA DE P-201 A/B IC-4,0,0min (0.00h),-0.16772895517063532,0.16772895517063532,-0.3281204512716023,0.3281204512716023,56835,,,,0.20022715181648673,0.38423493472266707,0.0,0.0,0.01313468536828809,0.11097569950459377
regenerador_de_acido | PI-2544,432,2160min (36.00h),0.17140170137672595,0.17140170137672595,0.31236056797941825,0.31236056797941825,107180,,,,0.20481903158644518,0.36575815014003016,0.0,0.0,0.01313468536828809,0.10935215175968785
reactor_de_alquilacion | FIC-1932,108,540min (9.00h),0.333173783083686,0.333173783083686,0.01984317491263041,0.01984317491263041,116970,,,,0.40707584641954875,0.02281266265345608,0.0,0.0,0.01313468536828809,0.10847453234497763
psh | TI-4065,576,2880min (48.00h),0.27794060348156935,0.27794060348156935,0.10574764564507716,0.10574764564507716,115746,,,,0.3380201301207071,0.12352650494415579,0.0,0.0,0.01313468536828809,0.10631767961387216
isostripper | TI-1116,0,0min (0.00h),0.2831876913938807,0.2831876913938807,0.09536759215022937,0.09536759215022937,119620,,,,0.34458034296519396,0.11135699779585943,0.0,0.0,0.01313468536828809,0.10613230675274943
tratadores_e_intercambiadores_de_butano | TI-2143,69,345min (5.75h),0.26176268672463593,0.26176268672463593,0.13056185079230226,0.13056185079230226,111090,,,,0.317793562721892,0.15261851753044317,0.0,0.0,0.01313468536828809,0.1056248396521115
psh | PDI-4041,60,300min (5.00h),0.2804995692996917,0.2804995692996917,0.08145660630746661,0.08145660630746661,115673,,,,0.34121949721902856,0.09504784854750736,0.0,0.0,0.01313468536828809,0.10284572292895527
tratadores_e_intercambiadores_de_butano | FIC-2120,48,240min (4.00h),0.27860262211617476,0.27860262211617476,0.08059952480941653,0.08059952480941653,118658,,,,0.3388478241145199,0.09404301177837412,0.0,0.0,0.01313468536828809,0.10210207913745813
lab_carga_D03_a_E28 | FI-1057_ACIDO_1,84,420min (7.00h),0.23664983758905786,0.23664983758905786,0.15220516630193615,0.15220516630193615,55121,,,,0.2863960259902636,0.17799299974655677,0.0,0.0,0.01313468536828809,0.10158162780162144
lab_isobutano_reciclo | IC-4 DE RECICLO NC-4 N- butano ,432,2160min (36.00h),-0.21130753187105228,0.21130753187105228,-0.19181882803312797,0.19181882803312797,55698,,,,0.2547116093655499,0.22443579889467447,0.0,0.0,0.01313468536828809,0.10062694351766066
debutanizadora_y_tratamiento_de_alquilato | FIC-2120,48,240min (4.00h),0.274850225323278,0.274850225323278,0.0754670113853942,0.0754670113853942,116855,,,,0.3341563605732642,0.0880256864501984,0.0,0.0,0.01313468536828809,0.10002661445291783
lab_carga_a_P201 | CARGA DE P-201 A/B C-3,0,0min (0.00h),0.14016282152762452,0.14016282152762452,0.30640344819989873,0.30640344819989873,56835,,,,0.16576237687467335,0.3587740616884529,0.0,0.0,0.01313468536828809,0.09854037481400829
tratadores_e_intercambiadores_de_butano | TI-2142,39,195min (3.25h),0.2558043131935332,0.2558043131935332,0.0979528381856738,0.0979528381856738,113946,,,,0.31034405944993865,0.11438792341912926,0.0,0.0,0.01313468536828809,0.09802787471742608
tratadores_e_intercambiadores_de_propano | TI-2410A,1,5min (0.08h),0.21089306321766582,0.21089306321766582,0.17029720963453074,0.17029720963453074,117504,,,,0.25419341667866857,0.19920399357935167,0.0,0.0,0.01313468536828809,0.09671262454864192
tratamiento_de_efluentes | FIC-1201,39,195min (3.25h),0.09415125581543735,0.09415125581543735,0.37547638064173927,0.37547638064173927,41202,,,,0.10823605571816795,0.4397547180523146,0.0,0.0,0.01313468536828809,0.0963058929794612
tratadores_e_intercambiadores_de_butano | TI-1945,0,0min (0.00h),0.19648304663053842,0.19648304663053842,0.1917302329740449,0.1917302329740449,118537,,,,0.2361771803426359,0.2243319306241159,0.0,0.0,0.01313468536828809,0.09597775602134839
tratadores_e_intercambiadores_de_butano | TI-1945A,0,0min (0.00h),0.19648304663053842,0.19648304663053842,0.1917302329740449,0.1917302329740449,118537,,,,0.2361771803426359,0.2243319306241159,0.0,0.0,0.01313468536828809,0.09597775602134839
despropanizadora_y_despojo | FI-1477,36,180min (3.00h),0.23294466062241823,0.23294466062241823,0.12020034030314039,0.12020034030314039,115972,,,,0.28176359940739376,0.1404707500813071,0.0,0.0,0.01313468536828809,0.09479518370611653
tratadores_e_intercambiadores_de_butano | TI-2141,36,180min (3.00h),0.21491713691612643,0.21491713691612643,0.1433478252038714,0.1433478252038714,119143,,,,0.25922454640337983,0.1676087107001371,0.0,0.0,0.01313468536828809,0.09323111454793755
psh | LI-4078,480,2400min (40.00h),-0.25283471730947965,0.25283471730947965,-0.07327509975659979,0.07327509975659979,56362,,,,0.3066312988888293,0.08545590352487073,0.0,0.0,0.01313468536828809,0.09275988159300996
tratadores_e_intercambiadores_de_propano | TI-2429,39,195min (3.25h),0.20742402142200222,0.20742402142200222,0.14781942379212015,0.14781942379212015,118218,,,,0.24985621994663415,0.17285118377708372,0.0,0.0,0.01313468536828809,0.09167540389529312
psh | TI-4062,72,360min (6.00h),0.205496653647711,0.205496653647711,0.14940739376370854,0.14940739376370854,111079,,,,0.24744651325975198,0.17471290943486736,0.0,0.0,0.01313468536828809,0.09135223607224012
lab_isobutano_fresco_a_D02 | n-BUTANO,576,2880min (48.00h),-0.11662193215880542,0.11662193215880542,-0.30722271135638834,0.30722271135638834,56745,,,,0.13633019517906642,0.35973456048011954,0.0,0.0,0.01313468536828809,0.09132640420885656
psh | FIC-4059,576,2880min (48.00h),0.2275206664288177,0.2275206664288177,-0.10597765417016679,0.10597765417016679,117532,,,,0.2749822080962644,0.12379616544172806,0.0,0.0,0.01313468536828809,0.09059864818239732
despropanizadora_y_despojo | LIC-2358,528,2640min (44.00h),0.16940947871139306,0.16940947871139306,0.20890105243001592,0.20890105243001592,108953,,,,0.20232823956302023,0.24446288758067347,0.0,0.0,0.01313468536828809,0.0905351643699281
reactor_de_alquilacion | TI-1927,0,0min (0.00h),0.19487620490972837,0.19487620490972837,0.16297866287103804,0.16297866287103804,116396,,,,0.23416821386978867,0.19062377699398697,0.0,0.0,0.01313468536828809,0.09041929135861723
despropanizadora_y_despojo | PDI-2322,180,900min (15.00h),-0.20058560238007941,0.20058560238007941,-0.15113163435599233,0.15113163435599233,89223,,,,0.24130643286768205,0.1767343978812993,0.0,0.0,0.01313468536828809,0.09012043924118743
tratadores_e_intercambiadores_de_butano | FIC-1312,69,345min (5.75h),0.2814465596252721,0.2814465596252721,-0.0013517885948775323,0.0013517885948775323,119227,,,,0.34240347930610215,0.0011334817043888185,0.0,0.0,0.01313468536828809,0.08905456342425588
lab_carga_a_P201 | CARGA DE P-201 A/B C-4=,18,90min (1.50h),-0.1548885316421969,0.1548885316421969,-0.2069429871539078,0.2069429871539078,56835,,,,0.18417331152113584,0.24216726459701002,0.0,0.0,0.01313468536828809,0.08565208891190748
tratadores_e_intercambiadores_de_propano | TI-2410B,0,0min (0.00h),0.19413772837437754,0.19413772837437754,0.1354482457009683,0.1354482457009683,117526,,,,0.23324492778548395,0.15834729511332618,0.0,0.0,0.01313468536828809,0.08534699755544194
tratamiento_de_efluentes | PI-1864,456,2280min (38.00h),0.12858126265327197,0.12858126265327197,0.24190181243910244,0.24190181243910244,112398,,,,0.15128244199337654,0.2831527637965455,0.0,0.0,0.01313468536828809,0.083577196409898
tratadores_e_intercambiadores_de_propano | FIC-2424,504,2520min (42.00h),-0.23492801331775026,0.23492801331775026,-0.049802343639439695,0.049802343639439695,118465,,,,0.2842433016812086,0.05793659704925552,0.0,0.0,0.01313468536828809,0.0830349863197625
debutanizadora_y_tratamiento_de_alquilato | PI-2545,84,420min (7.00h),0.24571779652088088,0.24571779652088088,0.03057019830311814,0.03057019830311814,112274,,,,0.29773331281525606,0.03538895504879667,0.0,0.0,0.01313468536828809,0.08302534280320555
tratamiento_de_efluentes | FI-1288,384,1920min (32.00h),0.2538090319763458,0.2538090319763458,-0.007687656835685784,0.007687656835685784,118529,,,,0.3078494434480524,0.008561612386514032,0.0,0.0,0.01313468536828809,0.08153027406206223
lab_isobutano_reciclo | CARGA DE D-03A/B IC-4,0,0min (0.00h),-0.06945129228999691,0.06945129228999691,-0.33499955734860487,0.33499955734860487,55314,,,,0.07735473246117433,0.3922999539077343,0.0,0.0,0.01313468536828809,0.08146734754352575
lab_carga_D03_a_E28 | ISOBUTANO,0,0min (0.00h),-0.06902598136208288,0.06902598136208288,-0.33366423054653577,0.33366423054653577,55179,,,,0.0768229841354686,0.39073442545731185,0.0,0.0,0.01313468536828809,0.08109958119453595
isostripper | PDI-1092,0,0min (0.00h),0.18476915944488437,0.18476915944488437,0.11998697778285788,0.11998697778285788,118072,,,,0.2215318009515468,0.1402206052514134,0.0,0.0,0.01313468536828809,0.07969971236767073
lab_carga_a_P201 | Olefinas total,528,2640min (44.00h),0.15650102654211112,0.15650102654211112,0.16441401929362043,0.16441401929362043,56826,,,,0.18618934592552738,0.19230657952035543,0.0,0.0,0.01313468536828809,0.07867699475150719
despropanizadora_y_despojo | FIC-1145,36,180min (3.00h),0.2411428867874485,0.2411428867874485,0.011281173938448713,0.011281173938448713,94817,,,,0.2920134960145479,0.012774628445757375,0.0,0.0,0.01313468536828809,0.07820323961257261
lab_isobutano_reciclo | FIC-1047_Isobutano 1,96,480min (8.00h),0.2218210264306553,0.2218210264306553,0.04187176497408296,0.04187176497408296,55623,,,,0.26785618845455705,0.048638838246173294,0.0,0.0,0.01313468536828809,0.07754354419263729
psh | PDI-4051,84,420min (7.00h),0.21548901621985858,0.21548901621985858,0.05302115000496578,0.05302115000496578,117630,,,,0.25993954299130384,0.06171030467934572,0.0,0.0,0.01313468536828809,0.07752510279179985
despropanizadora_y_despojo | FI-1478,30,150min (2.50h),0.21046136394896772,0.21046136394896772,0.061528352646363575,0.061528352646363575,111207,,,,0.25365368127975824,0.07168409367839888,0.0,0.0,0.01313468536828809,0.07744970571377141
despropanizadora_y_despojo | FI-1148BPD,360,1800min (30.00h),0.22449059235046612,0.22449059235046612,0.03634992094009758,0.03634992094009758,82992,,,,0.27119383419806675,0.04216506424522841,0.0,0.0,0.01313468536828809,0.07740688952837298
lab_isobutano_fresco_a_D02 | SUMA,72,360min (6.00h),-0.12741606049178109,0.12741606049178109,0.20699373077740232,0.20699373077740232,56802,,,,0.14982563884580566,0.24222675609087888,0.0,0.0,0.01313468536828809,0.07707409446715527
lab_carga_D03_a_E28 | FIC-1047_ISOBUTANO_1,96,480min (8.00h),0.21518160806189549,0.21518160806189549,0.03738515399422783,0.03738515399422783,55104,,,,0.25955520352909706,0.043378764739030684,0.0,0.0,0.01313468536828809,0.07467928693520089
lab_isobutano_reciclo | FIC-1900_Isobutano 2,96,480min (8.00h),0.2152826875210591,0.2152826875210591,0.03709466143707436,0.03709466143707436,55599,,,,0.2596815789162452,0.04303819315598819,0.0,0.0,0.01313468536828809,0.07465979504453156
despropanizadora_y_despojo | F-12387,12,60min (1.00h),-0.2302023891795597,0.2302023891795597,-0.005750255321727666,0.005750255321727666,116813,,,,0.2783350530130595,0.006290215463084281,0.0,0.0,0.01313468536828809,0.07381096691479955
