feature,best_lag_steps,best_lag_label,pearson,abs_pearson,spearman,abs_spearman,samples
horno | PI-1661A,276,1380min (23.00h),-0.3523320709888632,0.3523320709888632,-0.003501508421018325,0.003501508421018325,95439
horno | PI-1661A.1,276,1380min (23.00h),-0.3523320709888632,0.3523320709888632,-0.003501508421018325,0.003501508421018325,95439
horno | PI-1661B,276,1380min (23.00h),-0.35094239819598017,0.35094239819598017,-0.011624894288751434,0.011624894288751434,94553
debutanizadora_y_tratamiento_de_alquilato | TI-1228,42,210min (3.50h),-0.3506002238310519,0.3506002238310519,-0.22899986456074065,0.22899986456074065,116573
tratadores_e_intercambiadores_de_butano | TI-1962,15,75min (1.25h),-0.34991457950601423,0.34991457950601423,-0.5065216848356475,0.5065216848356475,118054
despropanizadora_y_despojo | PI-2322B,108,540min (9.00h),-0.3462040250597335,0.3462040250597335,-0.2178415796240609,0.2178415796240609,100862
isostripper | TI-1087,48,240min (4.00h),-0.3458084350016425,0.3458084350016425,-0.09067759723224245,0.09067759723224245,119163
despropanizadora_y_despojo | TIC-2323,240,1200min (20.00h),-0.3453216282600466,0.3453216282600466,-0.140521099337346,0.140521099337346,107669
isostripper | TI-1098,96,480min (8.00h),-0.3449062584778923,0.3449062584778923,0.1429343482871063,0.1429343482871063,119113
tratadores_e_intercambiadores_de_butano | TI-1978,42,210min (3.50h),-0.3418903226342019,0.3418903226342019,-0.21327183394174962,0.21327183394174962,118156
tratadores_e_intercambiadores_de_butano | TI-1964,84,420min (7.00h),-0.34088460860598263,0.34088460860598263,-0.0709312145858608,0.0709312145858608,117925
regenerador_de_acido | FIC-2336,120,600min (10.00h),-0.3380118710156586,0.3380118710156586,-0.19841534760265003,0.19841534760265003,119011
